NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2�?B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4_x,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income,STATEQ,A50B,A5_2015,A7A,A8_2021,A9,A10,J1,J2,J4,J40,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4_y,C1_2012,C2_2012,EA_1,E7,E8,pay credit card in full,unpaid medical bill,too much debt,good at dealing with financial matters,financial knowledge,wgt_n2,wgt_d2,wgt_s3,
2021011858,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,1,3,3,2,2,2,1,45,4,4,3,4,7,,4,4,3,1,0,0,1,0,0,0,0,0,2,4,7,4,3,3,5,5,3,2,1,1,2,2,,2,,,1,2,2,7,5,0.449070775,0.956002937,1.056212733
2021011875,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,2,1,3,3,3,3,7,2,3,2,2,2,20,6,6,3,5,8,,8,7,3,1,0,0,0,1,1,0,0,0,2,5,2,3,1,1,1,5,2,4,1,2,2,2,,1,1,2,1,2,1,7,6,0.380615534,0.526854187,0.932567095
2021011877,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,1,1,4,3,3,8,1,1,1,1,2,48,12,6,1,5,8,8,9,7,3,1,0,0,1,0,0,0,0,0,2,5,1,2,2,1,2,5,1,4,1,1,2,2,,1,2,2,1,2,1,7,6,1.314881229,0.888558131,0.871229421
2021011879,1,1,1,1,1,2,2,2,2,1,1,2,2,5,6,3,3,2,3,1,2,5,2,3,1,2,3,51,5,6,3,8,2,,7,6,3,3,1,0,0,0,0,0,0,0,1,5,6,4,3,1,4,5,3,3,1,1,2,1,,1,2,2,1,2,1,7,6,0.396367545,0.187228369,0.790862386
2021011883,1,1,2,2,1,2,2,2,1,2,2,2,2,5,7,4,1,4,3,3,3,9,1,3,1,1,2,20,6,2,1,5,1,1,10,7,3,1,0,0,1,0,0,0,0,0,2,5,1,5,1,1,2,5,1,4,1,1,2,1,2,1,2,1,1,2,1,7,6,0.471277741,0.660994505,1.068909396
2021011920,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,1,3,6,2,3,1,1,3,51,10,2,1,7,1,2,7,4,3,2,0,1,0,0,0,0,0,0,2,5,7,5,3,1,5,4,4,3,1,1,2,1,2,1,2,1,1,2,5,7,5,0.401541425,0.169326946,0.716297783
2021011946,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,2,3,2,1,1,3,1,2,2,1,42,7,4,3,1,6,,2,3,2,2,1,0,1,0,0,0,0,0,2,3,7,5,4,2,5,3,5,2,1,1,2,2,,1,2,2,1,1,6,5,5,0.455443955,0.268180268,0.934691486
2021011952,1,1,1,2,2,2,2,2,1,2,1,2,2,3,4,2,3,5,3,1,3,9,2,3,2,1,1,45,5,6,3,4,8,,7,4,3,1,1,1,1,0,0,0,0,0,2,3,5,3,4,3,2,2,1,3,1,1,2,2,,1,1,2,0,2,4,6,6,0.396367545,0.929593012,0.875009321
2021011981,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,1,2,2,3,1,2,5,2,3,2,1,1,5,3,6,3,2,2,,6,7,3,1,,,,,,,,,2,5,1,4,4,1,4,5,2,4,1,1,2,1,,2,,,1,2,1,7,5,1.16034952,2.809660686,1.243684516
2021011990,1,1,1,2,1,2,2,2,2,1,2,2,2,4,7,1,3,2,5,2,2,6,3,3,2,1,3,21,9,7,1,7,2,2,7,7,2,1,0,0,1,0,0,0,0,0,2,5,5,5,2,2,2,4,4,4,1,1,2,1,3,1,1,2,1,2,4,6,5,0.846938555,0.617474239,0.715978162
2021011993,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,3,3,4,3,3,1,7,2,2,1,2,1,6,12,3,3,3,8,,6,5,3,1,1,0,0,0,0,0,0,0,2,5,3,4,3,2,2,5,3,3,1,1,2,2,,1,2,2,1,2,1,7,6,0.469709883,1.946536896,0.993437654
2021012003,1,1,1,1,1,2,1,2,2,2,2,2,2,2,7,1,2,3,4,1,2,10,1,2,2,1,3,4,7,2,3,8,2,,10,10,1,1,1,0,0,0,0,0,0,0,1,5,7,2,4,5,4,4,5,4,1,1,1,1,,1,1,1,1,1,7,6,7,1.506532314,0.337155486,1.223494832
2021012033,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,2,3,3,6,1,2,3,2,2,36,3,4,1,6,2,2,6,6,2,1,0,0,0,0,0,1,0,0,1,5,6,5,4,4,4,3,4,2,1,1,2,1,1,1,1,2,1,2,5,6,6,1.523254637,1.171650567,0.937434957
2021012049,1,1,1,2,1,2,1,2,2,2,2,2,2,3,4,2,3,3,3,1,2,7,2,3,1,1,3,40,3,6,1,7,2,2,3,8,3,1,0,1,1,0,0,0,0,0,2,4,6,5,3,2,4,5,4,3,1,1,2,1,3,2,,,0,2,4,6,5,0.348267377,0.340426231,0.76966711
2021012102,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,3,1,3,1,3,7,3,3,2,1,2,35,5,4,1,6,8,2,5,6,3,1,0,1,1,0,0,0,0,0,2,5,3,6,2,2,3,4,2,3,1,1,2,1,2,1,1,2,1,2,2,6,5,0.565085929,0.305301855,1.184004031
2021012103,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,3,3,3,7,2,2,1,1,2,20,11,5,3,5,2,,8,7,3,1,0,0,1,0,0,0,0,0,2,5,2,3,3,2,3,4,2,4,1,1,2,1,,1,2,1,1,2,5,6,5,0.451043179,0.608982838,1.045875511
2021012126,1,1,1,1,1,2,1,2,2,2,2,2,2,5,6,3,1,2,3,3,3,6,1,2,1,1,1,13,5,6,3,4,2,,7,7,3,1,0,0,1,0,0,0,0,0,2,5,5,4,2,2,3,5,2,3,1,1,2,1,,1,2,2,1,2,1,6,5,0.396367545,0.527363661,0.877207675
2021012129,1,1,1,2,2,2,2,2,1,2,2,2,2,5,5,3,2,1,2,1,2,7,2,3,1,2,2,27,4,6,3,5,2,,8,5,3,1,0,0,1,0,0,0,0,0,2,5,3,4,3,2,3,5,2,3,1,1,2,1,,2,,,1,2,1,6,5,0.36268064,0.313476587,0.765366556
2021012173,1,1,2,1,1,1,2,2,2,1,2,2,2,5,6,2,2,5,3,3,1,8,2,3,1,1,2,2,5,7,3,5,2,,9,7,3,2,0,0,1,0,0,0,0,0,2,5,2,5,1,4,2,5,3,4,1,1,2,1,,1,2,2,1,2,2,7,6,1.373869031,0.089073884,0.839476767
2021012189,1,1,1,2,2,2,1,2,2,2,2,2,2,5,4,3,1,2,3,3,3,6,3,3,1,1,1,35,6,6,3,4,8,,9,7,3,1,0,0,1,0,0,0,0,0,2,5,1,1,1,1,1,5,1,4,1,1,2,2,,1,1,2,1,2,1,7,6,0.456377341,0.228028708,0.752280269
2021012234,1,1,1,2,2,2,2,2,1,2,1,2,2,5,5,3,1,4,3,1,3,8,1,3,1,1,1,43,6,5,1,4,3,8,8,9,2,3,1,1,1,1,0,0,0,0,2,4,4,2,1,1,2,4,2,3,1,1,1,1,1,1,2,2,0,2,6,7,6,1.00194217,1.996989221,1.714398677
2021012269,1,1,1,1,1,1,1,1,2,1,1,1,1,3,6,1,2,6,5,2,2,10,3,2,3,1,3,18,8,4,3,7,2,,10,10,1,1,1,1,0,0,0,0,0,0,1,1,7,4,5,5,5,5,5,4,1,1,1,1,,1,1,1,1,1,7,7,7,0.696450397,0.832155687,0.875406608
2021012290,1,1,1,1,1,2,1,1,2,1,2,1,1,5,4,1,2,4,3,3,2,5,2,2,2,1,1,5,3,4,2,4,1,2,7,6,2,3,0,0,0,1,0,0,0,0,1,3,6,5,4,4,5,3,4,4,2,1,,2,,1,1,1,1,2,3,3,2,0.853295574,3.576280233,1.590299992
2021012322,1,1,2,2,1,2,1,2,1,2,2,2,2,5,8,4,1,3,2,3,3,6,1,2,1,1,3,42,6,7,3,7,8,,9,6,3,1,,,,,,,,,2,5,1,2,1,1,2,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.456377341,0.261456473,0.760874225
2021012326,1,1,1,1,1,2,1,2,1,2,2,2,2,5,7,3,3,2,3,3,3,9,2,3,1,1,3,35,6,6,3,7,1,,9,6,3,2,,,,,,,,,2,5,2,2,2,1,2,5,2,4,1,1,2,2,,1,1,2,1,2,2,6,6,0.456377341,0.228028708,0.752280269
2021012335,1,1,1,1,1,2,1,2,2,2,2,2,2,5,9,4,1,4,2,3,3,6,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021012420,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,3,5,3,2,1,9,2,2,3,1,1,5,9,5,1,3,2,2,10,10,2,2,1,1,1,1,0,0,0,0,1,4,7,6,2,1,1,4,1,4,1,1,1,1,3,1,1,1,1,1,2,7,7,1.284679546,2.85646407,1.20255143
2021012456,1,1,1,1,2,1,1,1,2,1,2,1,1,2,5,2,2,4,5,2,2,6,3,3,3,1,2,44,2,6,3,6,3,,9,8,1,1,1,1,1,0,0,0,0,0,1,5,7,5,4,5,3,4,5,4,1,1,1,1,,1,1,1,1,1,6,7,7,1.413229347,2.467216253,0.816796092
2021012459,1,1,2,2,1,1,2,2,2,2,2,2,2,5,9,3,3,1,3,1,3,7,1,3,1,1,3,21,6,7,1,8,1,4,7,6,3,2,,,,,,,,,2,5,3,4,2,1,2,4,2,3,1,1,2,1,1,1,2,2,1,2,1,6,5,1.449760742,0.884615866,1.134163862
2021012461,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,2,3,3,3,1,2,9,3,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021012470,1,1,2,1,2,2,2,2,2,2,2,2,2,3,6,4,3,2,3,3,2,7,3,2,1,1,2,3,6,7,1,5,8,3,5,1,2,3,0,1,0,0,0,0,0,0,2,4,7,5,5,4,4,4,5,2,1,1,2,2,,1,1,2,0,2,1,7,6,0.934682522,3.271505074,1.60438671
2021012476,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,4,1,2,2,3,3,8,1,3,1,1,3,5,6,7,1,10,2,2,10,1,3,1,,,,,,,,,2,5,1,1,1,1,1,5,1,4,1,2,2,1,3,1,2,2,1,2,1,7,6,0.753152266,2.369692605,0.968382566
2021012481,1,1,1,2,1,2,2,2,1,2,2,2,2,5,7,2,3,1,3,3,3,7,2,3,1,2,2,12,6,6,1,6,8,8,9,7,3,1,1,0,1,0,1,0,0,0,2,5,3,4,2,2,3,4,3,3,1,1,2,1,1,1,2,1,1,2,1,7,7,1.924117613,0.198477175,0.764268479
2021012498,1,1,1,1,1,1,2,2,2,1,2,2,2,5,10,3,3,1,2,2,2,7,3,3,2,1,2,5,6,7,1,6,8,8,8,7,3,1,1,0,1,0,1,0,0,0,2,4,4,5,1,1,2,5,2,3,1,1,2,2,,1,2,2,1,2,1,7,6,0.753152266,2.369692605,0.968382566
2021012513,1,1,1,2,2,2,1,2,2,2,2,2,2,5,10,1,3,3,4,3,2,9,3,3,1,1,3,3,4,6,3,7,2,,9,8,3,1,,,,,,,,,2,5,1,3,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,7,0.507937941,2.407705758,1.052218328
2021012516,1,1,1,2,2,2,2,2,2,1,2,2,2,5,7,3,3,2,4,1,3,9,2,3,2,1,3,30,6,6,1,8,8,8,9,9,3,1,,,,,,,,,2,5,1,5,1,1,1,4,1,4,1,1,2,1,3,1,1,2,0,2,1,7,6,0.380615534,0.529177338,0.794241106
2021012520,1,1,1,2,1,1,1,2,2,1,2,2,2,5,6,3,3,1,4,1,3,7,1,3,1,2,3,32,6,7,2,7,8,8,8,5,3,1,0,0,1,0,0,0,0,0,2,5,1,1,1,1,1,5,2,4,2,1,,1,1,1,1,2,1,2,1,7,6,0.555116796,0.712185065,1.110656258
2021012637,1,1,2,1,1,1,2,1,1,2,1,1,1,2,6,1,2,4,2,1,1,10,3,2,3,1,2,10,3,7,1,6,1,2,10,10,1,1,1,1,0,0,1,0,0,0,1,5,7,4,4,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,7,7,7,0.947188334,2.269272903,0.807866301
2021012648,1,1,1,1,1,1,2,2,2,2,2,2,2,4,7,1,3,5,6,2,2,9,2,2,3,1,3,3,3,6,1,7,2,2,10,10,2,3,1,1,1,1,0,0,0,0,1,5,7,6,5,5,5,4,4,4,1,1,1,1,1,1,1,2,1,1,7,7,7,0.855244732,2.879942101,1.315600312
2021012649,1,1,1,1,1,1,2,2,2,2,2,2,2,4,7,1,3,4,4,2,2,10,3,3,2,1,3,3,3,6,1,7,2,2,10,10,2,3,1,0,1,0,1,0,0,0,1,5,7,6,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,7,6,7,0.855244732,2.879942101,1.315600312
2021012651,1,1,2,1,1,2,1,2,1,2,2,2,1,5,10,4,1,4,4,3,3,10,1,1,1,1,3,30,6,5,1,10,8,2,10,1,3,2,,,,,,,,,2,5,1,3,1,1,1,5,1,4,1,1,2,1,3,1,2,2,0,2,1,7,7,0.471277741,0.663909144,1.130321938
2021012652,1,1,2,2,1,2,2,2,1,2,2,2,2,4,7,3,3,2,3,1,3,7,2,3,1,1,3,42,4,6,1,8,2,2,6,6,3,2,0,1,1,0,0,0,0,0,2,5,5,4,3,3,4,4,3,3,1,1,2,1,2,1,1,2,1,2,3,5,6,0.417590259,0.219422953,0.66012161
2021012663,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,2,3,3,3,3,3,9,1,3,1,1,3,5,3,6,1,7,2,2,9,7,3,1,0,0,0,1,0,0,0,0,2,5,2,4,1,1,1,4,1,4,1,1,2,1,3,1,1,2,1,2,1,7,6,1.16034952,2.809660686,1.243684516
2021012687,1,1,1,1,1,2,1,2,1,2,2,2,2,5,9,3,2,4,3,3,3,9,1,2,1,1,3,21,10,7,1,7,2,2,8,8,3,1,,,,,,,,,2,4,2,3,2,2,2,5,2,4,1,1,2,1,3,1,2,1,1,2,4,4,5,1.997183357,1.075546079,1.501227662
2021012701,1,1,1,2,2,1,2,2,2,2,1,2,2,3,1,3,1,1,3,1,3,6,1,3,1,1,2,33,7,6,3,5,2,,7,5,3,1,,,,,,,,,2,5,5,4,2,1,3,4,2,3,1,2,2,1,,2,,,1,2,1,6,5,1.478357587,1.109776835,0.742210559
2021012707,1,1,1,2,1,1,1,2,1,2,2,2,1,5,7,2,3,4,3,1,1,7,2,3,2,2,2,13,4,6,1,5,2,2,6,8,2,2,1,1,0,1,0,0,0,0,2,3,5,6,3,3,3,3,3,3,1,1,1,1,1,1,1,2,0,2,5,5,5,0.36268064,0.464244064,0.839728876
2021012720,1,1,1,2,2,2,2,2,2,1,2,2,2,5,10,1,3,1,3,3,3,7,2,3,1,1,3,10,6,7,1,7,8,8,9,10,3,1,0,0,1,0,0,0,0,0,2,5,5,5,2,1,5,3,2,4,1,1,2,1,3,1,1,2,1,2,1,7,5,2.441046705,4.265421909,1.463996461
2021012784,1,1,1,2,1,1,2,2,2,2,2,2,2,5,10,2,3,2,3,1,2,9,3,2,1,1,3,15,3,6,1,8,2,2,8,7,3,1,,,,,,,,,2,5,3,4,2,1,2,4,3,3,1,1,2,1,3,1,1,2,1,2,3,6,7,1.146843197,0.701977193,0.909499839
2021012892,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,3,1,3,8,3,3,1,1,1,13,6,4,1,4,8,6,3,8,2,1,1,1,0,0,0,0,0,0,1,4,6,4,2,4,5,2,3,3,1,1,1,1,1,1,1,2,0,2,6,5,4,0.490781865,0.616084693,1.101418852
2021012917,1,1,2,1,2,2,2,2,2,2,2,2,2,5,8,4,1,1,3,3,3,7,1,3,1,2,2,13,11,6,3,5,8,,7,1,3,1,0,0,1,0,0,0,0,0,2,5,4,5,1,2,2,3,2,3,1,1,2,2,,1,2,2,1,2,4,7,6,0.379349292,0.488369535,0.812856082
2021012957,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,2,3,1,3,3,2,8,2,2,1,1,2,5,6,7,3,5,7,,9,8,3,1,,,,,,,,,2,5,3,5,1,1,2,4,2,4,1,1,2,2,,1,2,2,1,2,1,7,5,0.753152266,2.369692605,0.968382566
2021012958,1,1,1,2,1,1,2,2,2,1,1,2,2,5,8,2,3,1,4,1,3,8,2,3,1,2,2,5,11,6,3,6,8,,9,8,3,1,1,0,0,0,0,0,0,0,2,5,1,4,1,1,1,4,3,4,1,1,2,1,,1,2,2,1,2,1,7,7,0.72081527,2.202038629,0.892244071
2021012959,1,1,1,1,1,1,1,2,2,1,2,2,2,5,10,3,3,1,3,3,2,10,3,3,1,2,3,44,6,7,1,9,8,8,10,7,3,1,1,0,1,1,0,0,0,0,2,5,1,4,1,1,1,1,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,1.823395795,3.613329878,1.358186296
2021012972,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,2,3,1,3,3,2,8,1,3,2,1,3,39,5,7,1,7,2,3,7,8,3,1,0,0,1,0,0,0,0,0,2,5,5,5,2,1,3,5,2,3,1,1,2,1,3,1,2,2,1,2,1,7,6,2.568888922,1.114569405,1.19300102
2021012975,1,1,1,2,2,2,2,2,1,2,2,2,2,5,10,3,3,2,3,3,2,8,2,3,1,1,3,29,6,7,3,10,1,,9,7,3,1,,,,,,,,,2,5,2,4,1,2,1,5,2,4,1,1,2,2,,2,,,1,2,1,7,6,0.555116796,1.169649786,1.177585426
2021012979,1,1,1,2,2,2,2,2,2,2,2,2,2,5,1,3,3,1,5,3,3,8,1,3,1,1,2,36,5,5,1,6,8,8,9,7,3,1,0,0,1,0,0,0,0,0,2,5,1,4,1,1,1,5,1,4,1,1,1,1,1,1,2,2,0,2,1,7,5,1.930274784,1.457615357,1.098537126
2021012987,1,1,1,2,2,1,2,1,2,2,2,2,2,4,6,2,3,3,4,1,3,9,2,2,1,1,3,5,3,6,1,7,1,1,8,9,3,1,,,,,,,,,2,5,3,4,3,1,3,4,2,3,1,1,2,1,3,1,2,2,0,2,4,7,7,1.16034952,2.809660686,1.243684516
2021012995,1,1,1,2,1,1,1,2,2,2,2,2,2,5,10,2,3,4,4,1,3,8,2,3,2,2,3,3,11,6,1,8,8,1,8,9,3,2,0,0,0,1,0,0,0,0,2,5,2,4,1,1,1,5,1,4,1,1,2,2,,1,1,2,1,2,1,7,6,0.531282559,2.532827521,1.278791815
2021013013,1,1,1,2,2,1,1,2,2,2,2,2,2,3,5,2,3,1,3,1,3,8,3,3,2,1,2,29,3,6,1,6,2,2,7,8,2,2,,,,,,,,,2,3,6,5,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,1,5,6,6,0.507937941,1.029655643,1.143790624
2021013027,1,1,1,2,1,2,2,2,2,2,2,2,2,4,7,2,3,5,2,3,3,8,3,3,1,1,2,29,3,6,1,6,2,2,4,3,3,2,,,,,,,,,2,5,6,5,2,2,2,2,4,4,2,1,,1,1,1,1,2,1,2,1,7,6,0.420530295,0.720722892,0.628766907
2021013039,1,1,1,2,1,2,1,2,1,2,2,2,2,5,10,3,3,3,3,3,2,10,3,3,2,1,3,34,6,7,1,7,8,8,9,7,3,1,,,,,,,,,2,5,1,2,1,1,1,5,5,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.965010431,1.756530945,1.145444866
2021013042,1,1,1,2,1,1,2,2,2,2,2,2,2,2,7,3,1,2,4,3,3,8,2,3,1,2,2,21,6,4,3,5,2,,5,8,3,1,1,0,0,1,0,0,0,0,2,5,3,4,2,2,2,5,1,4,1,1,2,1,,1,1,2,1,2,1,7,6,1.486186762,1.022368531,1.421147372
2021013048,1,1,1,2,2,1,2,2,1,2,2,2,2,5,7,3,3,1,4,1,1,8,2,3,3,1,3,33,10,6,1,7,2,2,8,7,3,1,1,0,1,0,0,0,0,0,2,4,2,4,2,1,3,5,3,4,1,1,2,1,3,1,2,2,1,2,1,6,5,2.101779614,1.367365565,0.984587846
2021013049,1,1,1,2,1,1,1,2,1,2,2,2,2,5,9,3,2,3,2,3,2,8,3,3,1,2,3,21,6,7,1,9,2,4,9,7,3,1,,,,,,,,,2,5,6,4,1,2,2,5,2,4,1,1,2,1,1,1,1,2,1,2,1,6,6,1.449760742,0.884615866,1.134163862
2021013057,1,1,1,2,1,1,2,2,1,1,2,2,2,3,8,3,3,2,2,1,2,7,3,3,1,1,3,34,2,6,1,7,2,4,7,5,2,1,0,1,1,0,0,0,0,0,2,3,6,6,3,2,4,3,5,3,1,1,2,1,1,1,1,2,0,2,5,6,5,2.285183889,1.99454056,1.370741669
2021013074,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,2,1,4,3,3,1,10,2,3,1,1,2,5,3,6,3,6,2,,9,7,3,1,,,,,,,,,2,5,1,3,1,1,1,5,1,4,1,1,2,1,,1,1,2,1,2,1,6,6,0.689142562,2.855666648,1.282577445
2021013076,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,2,3,1,3,2,3,8,2,3,1,1,3,33,5,7,1,9,2,4,8,7,3,1,,,,,,,,,2,5,1,4,1,1,1,5,2,4,1,1,2,1,1,1,2,2,1,2,1,7,6,2.568888922,1.636927689,1.157034909
2021013082,1,1,2,2,1,1,2,2,2,2,2,2,2,5,8,3,2,4,3,2,3,8,2,3,1,1,2,44,5,6,1,6,2,2,8,7,3,1,0,1,1,0,0,0,0,0,1,5,4,4,1,1,2,5,2,4,1,1,2,1,3,1,1,2,0,2,4,7,7,1.509619798,3.106997628,1.063597085
2021013092,1,1,1,2,2,2,2,2,2,2,1,2,2,4,6,3,2,2,3,3,2,5,2,3,1,1,3,10,11,4,1,7,2,2,7,4,3,1,0,1,0,0,1,0,0,0,2,4,5,5,2,2,3,4,2,3,1,1,2,1,3,1,1,2,0,2,4,7,5,1.422376537,3.512298873,1.273075946
2021013097,1,1,1,2,1,1,1,2,2,2,2,2,2,4,7,3,3,4,4,1,2,8,3,3,1,1,3,36,3,6,1,8,2,2,8,3,3,1,1,0,0,0,0,0,0,0,2,5,2,3,1,1,2,5,2,4,1,1,2,1,3,1,1,2,1,2,2,6,6,1.230218035,1.063528961,0.883154853
2021013127,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,3,4,5,3,3,7,1,3,1,1,3,3,11,7,1,7,2,8,9,7,3,1,1,0,0,0,0,0,0,0,2,5,4,3,1,1,1,5,1,4,1,1,2,1,3,1,1,2,1,2,1,7,7,0.894551427,3.029604671,1.598887671
2021013128,1,1,1,1,1,1,1,1,1,2,1,1,1,3,8,2,3,5,4,1,2,9,2,3,3,1,3,44,2,6,3,8,2,,9,9,2,2,,,,,,,,,2,4,6,5,5,5,4,5,4,4,1,1,1,1,,1,1,2,1,1,6,6,6,1.413229347,2.467216253,0.816796092
2021013129,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,3,3,1,3,1,3,7,2,3,2,1,1,44,3,6,3,4,2,,7,7,3,1,0,0,1,0,0,0,0,0,2,5,3,3,2,1,2,5,2,3,1,1,2,1,,1,2,2,1,2,1,7,6,1.668427099,3.051919088,1.09421444
2021013159,1,1,1,2,1,2,2,2,1,2,2,2,2,5,7,3,2,2,3,1,3,7,3,3,1,1,3,33,5,6,1,7,2,2,9,8,3,1,0,0,1,0,0,0,0,0,2,5,5,5,1,1,1,4,2,3,1,1,2,1,1,1,2,2,1,2,1,7,7,2.568888922,1.636927689,1.157034909
2021013228,1,1,1,1,1,1,1,2,1,1,1,2,1,5,10,3,3,3,3,1,2,9,2,3,1,1,3,5,6,6,3,7,8,,9,7,3,1,,,,,,,,,2,5,2,4,2,1,1,5,2,4,1,1,2,2,,1,1,2,1,2,1,7,6,0.753152266,2.369692605,0.968382566
2021013237,1,1,1,2,1,1,1,2,2,2,2,2,2,5,10,3,3,1,2,1,2,8,2,2,1,1,3,5,6,6,1,7,8,8,10,3,3,1,0,0,1,0,0,0,0,0,2,5,1,6,1,1,1,5,1,4,1,1,2,1,1,1,1,2,1,2,1,7,7,0.753152266,2.369692605,0.968382566
2021013239,1,1,1,1,2,2,2,2,2,1,2,2,2,5,10,3,3,1,2,1,2,9,2,2,1,1,1,48,6,6,3,3,8,,9,9,3,3,,,,,,,,,2,5,1,6,2,1,1,5,2,3,1,1,2,2,,2,,,1,2,1,6,6,1.28075862,1.015126018,0.826309157
2021013294,1,1,2,2,1,2,2,2,1,2,2,2,2,4,4,2,3,3,3,1,3,7,2,3,1,1,2,13,6,5,1,5,8,8,7,10,3,1,1,0,1,0,0,0,0,0,2,5,3,5,2,2,3,3,1,3,1,1,2,1,3,1,1,2,1,2,2,7,6,0.490781865,0.616084693,1.101418852
2021013295,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,1,3,1,6,1,3,10,3,3,1,2,2,51,3,7,3,6,2,,8,9,2,1,1,0,0,0,0,0,0,0,2,5,3,4,3,2,5,2,3,3,1,1,2,1,,1,2,2,1,2,2,7,7,0.36268064,0.164819204,0.827263237
2021013298,1,1,1,2,1,2,2,2,2,2,2,2,2,5,1,3,3,2,4,1,2,7,1,3,1,1,3,42,3,5,1,8,2,1,4,4,3,1,1,0,0,0,0,0,0,0,2,4,3,5,1,3,1,3,4,3,1,1,2,1,3,1,1,2,1,2,6,7,6,0.517059806,0.293779827,1.076809447
2021013319,1,1,1,2,2,2,2,2,1,2,2,2,2,5,8,2,1,1,2,3,3,7,2,3,1,2,3,5,6,7,1,8,8,8,9,7,3,1,,,,,,,,,2,5,2,3,1,1,2,5,1,4,1,2,2,2,,1,2,2,1,2,1,7,6,0.753152266,2.369692605,0.968382566
2021013326,1,1,1,2,1,1,2,2,2,2,1,2,1,5,5,1,3,1,6,1,3,8,2,3,3,2,2,31,6,6,1,6,8,8,10,10,3,1,0,0,0,1,0,0,0,0,2,5,1,2,1,1,1,5,2,4,1,1,2,1,3,1,2,2,1,2,1,7,6,2.568888922,0.734972963,1.12989342
2021013360,1,1,1,1,1,1,2,2,2,1,2,2,2,5,10,3,3,2,3,3,3,9,2,3,1,1,2,45,6,7,3,6,8,,10,2,3,3,0,0,1,0,0,0,0,0,2,5,1,5,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,7,0.396367545,0.929593012,0.875009321
2021013377,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,3,1,2,3,1,3,7,3,3,3,1,3,20,6,7,1,7,8,8,7,6,3,1,0,0,1,0,0,0,0,0,2,5,5,5,2,1,3,4,2,3,1,1,2,1,1,1,2,2,1,2,1,6,6,0.380615534,0.526854187,0.932567095
2021013402,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,2,3,3,2,2,2,1,2,5,5,7,1,6,1,1,1,3,2,3,0,1,0,0,0,0,0,0,1,3,7,6,5,5,5,1,5,1,1,1,2,2,,2,,,0,2,7,7,4,0.753152266,2.369692605,0.968382566
2021013433,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,7,1,3,2,1,1,14,3,4,3,3,2,,7,7,2,2,0,0,1,0,0,0,0,0,2,5,3,4,2,3,2,3,2,3,1,1,2,2,,1,2,2,1,2,2,5,6,1.523254637,1.212750135,0.907131648
2021013446,1,1,1,1,1,1,2,2,2,2,2,2,2,4,6,2,2,3,5,3,3,9,3,3,1,1,2,5,3,6,3,5,2,,7,8,3,1,1,0,1,0,1,0,0,0,2,5,3,3,3,4,2,3,3,3,1,1,2,1,,1,1,1,1,2,2,7,6,0.492065359,2.232959188,1.03249663
