NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2�?B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4_x,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income,STATEQ,A50B,A5_2015,A7A,A8_2021,A9,A10,J1,J2,J4,J40,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4_y,C1_2012,C2_2012,EA_1,E7,E8,pay credit card in full,unpaid medical bill,too much debt,good at dealing with financial matters,financial knowledge,wgt_n2,wgt_d2,wgt_s3,
2021015289,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,3,2,2,3,3,3,6,2,2,1,1,2,43,10,6,1,5,2,2,8,1,3,1,1,1,0,0,0,0,0,0,2,5,1,5,2,2,1,5,2,4,1,1,2,1,1,1,1,2,1,2,2,7,6,1.346440621,1.951029401,1.171306652
2021015301,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,2,3,1,4,1,3,8,2,3,2,1,3,5,6,6,1,8,8,8,8,7,3,1,,,,,,,,,2,5,2,3,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.753152266,2.369692605,0.968382566
2021015316,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,1,1,3,5,1,2,10,3,3,1,1,3,34,5,7,1,9,2,2,9,9,3,1,,,,,,,,,2,5,1,1,1,1,2,5,2,4,1,1,2,1,1,1,1,2,1,2,1,7,7,1.449760742,1.539118787,1.14240014
2021015323,1,1,2,2,1,2,2,2,1,2,2,2,2,4,8,1,1,3,4,3,3,8,2,3,1,2,3,34,6,7,1,8,8,8,10,7,3,1,0,0,1,0,0,0,0,0,2,5,2,3,2,1,2,4,3,4,1,1,2,1,3,1,2,2,1,2,1,7,7,1.200281104,1.501748015,0.947902195
2021015343,1,1,1,1,1,2,1,2,2,2,2,2,2,5,7,4,1,3,3,3,2,8,2,2,1,1,3,14,6,6,1,7,8,8,8,2,3,1,0,0,1,0,0,0,0,0,2,5,2,5,2,2,1,5,2,4,1,1,2,1,1,1,2,2,1,2,1,7,6,1.55893755,1.369516829,0.991277737
2021015352,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,4,2,1,2,3,3,1,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021015356,1,1,1,2,1,2,1,2,1,2,2,2,2,5,5,1,2,4,4,1,3,9,2,3,3,1,1,5,5,7,3,4,1,,9,9,2,2,0,0,1,1,0,0,0,0,2,5,1,4,1,5,4,5,4,4,1,1,2,2,,1,2,2,1,2,1,7,7,1.268126391,2.331515885,0.939017295
2021015411,1,1,2,1,1,1,2,2,2,1,2,2,2,5,10,3,1,3,3,3,3,7,2,3,1,1,3,5,6,6,1,9,8,8,9,5,3,2,,,,,,,,,2,5,1,4,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.53776992,1.852956779,0.779564415
2021015417,1,1,1,1,2,1,1,1,2,2,2,1,1,3,6,1,2,4,4,2,1,9,2,3,2,1,2,41,2,6,1,6,2,1,7,6,3,2,0,1,1,0,0,0,0,0,2,5,5,5,2,2,3,5,2,3,1,1,2,1,1,1,1,2,1,1,2,7,5,1.12364218,0.683357123,1.057564356
2021015509,1,1,2,2,1,2,1,2,2,2,2,2,2,5,10,2,1,3,2,3,3,7,2,2,1,1,2,50,12,2,1,5,8,8,10,8,3,1,1,0,0,0,0,0,0,0,2,5,1,2,1,1,1,5,1,3,1,1,2,2,,1,2,2,1,2,1,7,6,1.593262791,0.670226678,1.13999949
2021015518,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,3,2,2,1,3,6,1,3,1,1,3,6,4,7,3,7,2,,6,4,3,1,,,,,,,,,2,5,6,2,1,1,3,5,2,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.507937941,2.040160822,0.887755758
2021015527,1,1,1,2,1,1,2,2,2,1,2,2,2,5,9,3,3,2,3,1,3,9,2,3,2,1,1,26,4,6,3,4,8,,10,7,3,1,0,0,1,0,0,0,0,0,2,5,1,4,1,1,1,3,3,4,1,1,2,1,,1,2,2,1,2,1,7,5,0.417590259,1.527869578,0.757812881
2021015546,1,1,2,2,1,2,1,2,1,2,2,2,2,5,9,2,1,2,3,3,3,7,2,3,1,2,3,50,6,6,1,7,8,3,9,8,3,2,0,0,1,0,0,0,0,0,2,5,2,3,1,1,2,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,5,1.344484511,0.620426518,0.949967825
2021015558,1,1,1,2,1,2,1,2,1,2,2,2,2,5,6,3,2,4,3,3,3,7,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021015576,1,1,1,1,1,1,1,2,1,2,2,2,2,5,10,3,3,1,3,1,2,9,1,3,1,1,2,26,4,7,1,6,8,8,10,6,3,3,0,0,1,0,0,0,0,0,2,5,1,4,1,1,1,5,2,4,1,1,2,1,2,1,2,2,1,2,1,7,7,0.417590259,1.527869578,0.757812881
2021015583,1,1,1,2,2,1,1,2,1,2,2,1,1,5,5,1,2,2,3,2,2,8,2,2,2,1,1,22,2,6,1,4,2,1,9,9,1,2,1,0,0,0,0,0,0,0,1,1,7,6,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,7,7,7,0.356312923,2.509959047,0.767961227
2021015609,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,6,6,1,1,10,3,3,3,1,2,28,2,4,1,6,2,2,10,10,1,1,1,1,1,0,0,0,0,0,1,5,7,6,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,7,7,7,0.529004733,0.661816863,1.439092566
2021015618,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,4,3,1,3,1,2,9,1,3,3,1,3,5,6,6,1,7,8,8,8,3,3,1,0,0,1,0,0,0,0,0,2,5,1,3,1,1,1,5,2,4,1,1,1,1,3,1,1,2,1,2,1,6,7,0.753152266,2.369692605,0.968382566
2021015619,1,1,1,2,1,1,2,2,1,1,2,2,2,5,10,2,3,2,3,1,3,8,1,3,2,1,3,48,6,5,1,8,8,8,9,7,3,2,0,0,0,0,1,0,0,0,2,5,1,4,1,1,1,5,2,3,1,1,1,2,,1,2,2,0,2,1,7,6,1.701123145,1.19750396,1.104631294
2021015635,1,1,1,2,1,1,2,2,1,1,2,2,2,4,10,1,3,6,6,1,2,10,1,3,3,1,3,5,3,6,1,7,2,2,10,10,3,1,,,,,,,,,2,5,1,1,1,5,1,4,1,4,1,1,1,2,,1,2,2,1,2,1,7,7,0.492065359,2.232959188,1.03249663
2021015682,1,1,1,1,1,1,1,2,1,1,2,1,2,3,8,1,2,3,4,1,1,6,1,2,3,2,3,15,8,6,1,7,2,1,9,9,2,2,0,0,1,0,0,0,0,0,1,4,7,4,2,1,3,4,5,4,1,1,2,1,1,1,1,1,1,2,7,7,7,1.083618105,0.610469703,0.924504292
2021015690,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,1,3,4,4,2,2,10,3,3,3,1,2,5,3,7,1,6,2,2,10,10,1,1,1,0,0,0,0,0,0,0,1,5,7,6,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,7,7,7,0.492065359,2.232959188,1.03249663
2021015697,1,1,1,1,2,1,1,2,2,2,1,2,2,5,4,2,3,1,3,2,2,10,3,1,2,1,2,15,3,6,3,5,2,,5,8,2,2,,,,,,,,,2,3,6,6,5,4,5,2,5,3,1,1,1,1,,2,,,0,1,6,6,6,1.230218035,0.603503048,0.840754512
2021015704,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,6,1,3,8,2,3,1,1,1,5,8,5,3,4,2,,7,9,3,1,1,1,1,1,0,0,0,0,2,4,5,5,2,2,4,4,3,4,1,1,2,1,,2,,,0,2,6,6,5,0.536670069,2.173837379,0.945990117
2021015708,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,3,2,5,2,2,2,2,2,37,9,6,3,6,2,,6,5,3,1,0,0,1,0,0,0,0,0,2,5,5,6,5,5,5,4,4,3,1,1,2,1,,1,1,2,1,2,2,7,6,1.065213145,0.293076229,0.589875553
2021015717,1,1,1,1,2,1,2,1,1,2,2,1,1,4,8,1,2,5,5,2,2,10,3,2,2,1,3,11,9,7,1,10,2,2,10,10,1,1,1,0,0,0,1,0,0,0,1,5,7,3,5,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,7,7,7,0.846938555,1.03803337,0.844836831
2021015720,1,1,2,1,1,1,2,2,1,2,2,2,2,4,6,2,3,2,3,3,3,8,1,3,1,1,2,48,5,7,3,6,2,,10,6,3,1,0,0,1,0,0,0,0,0,2,5,1,4,1,1,2,5,1,4,1,1,2,1,,2,,,1,2,1,7,6,1.373869031,0.956209217,0.920952761
2021015724,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,2,1,3,4,1,2,8,3,3,2,2,3,14,4,6,1,8,2,2,5,10,2,2,0,1,0,0,0,0,0,0,2,4,6,6,4,4,4,2,5,3,1,1,1,1,1,2,,,0,2,7,7,6,1.230218035,1.100835801,0.787143839
2021015753,1,1,1,2,2,1,1,1,1,1,2,2,2,2,5,1,3,5,3,1,2,8,3,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021015778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,5,5,1,1,10,3,2,3,1,3,50,3,7,1,8,2,2,10,9,1,3,1,1,0,1,0,0,0,0,1,5,7,6,5,5,4,5,4,4,1,1,1,1,1,1,1,1,1,1,7,7,7,1.230218035,0.526739803,0.82683349
2021015780,1,1,1,1,1,1,1,1,1,2,2,2,1,4,7,1,3,5,5,1,2,10,3,3,3,1,3,10,3,7,1,7,2,4,8,9,3,2,1,0,0,1,0,0,0,0,2,2,5,3,4,5,5,5,3,4,1,1,2,1,1,1,2,2,1,2,1,7,7,0.947188334,2.269272903,0.807866301
2021015782,1,1,2,2,1,1,2,2,2,2,1,1,2,2,6,2,3,5,4,1,2,10,3,3,2,1,2,23,3,6,1,6,2,2,8,9,1,3,,,,,,,,,1,5,7,6,5,4,5,5,4,4,1,1,1,1,3,1,1,1,1,1,7,6,6,1.230218035,0.909832678,0.874220481
2021015797,1,1,1,1,1,1,1,2,2,2,2,2,1,3,6,2,2,4,5,1,2,10,3,2,3,1,3,23,3,7,1,8,2,2,8,10,2,2,1,0,1,1,0,0,0,0,2,4,7,5,5,4,2,5,5,4,1,1,1,1,2,1,1,2,1,2,7,6,6,1.230218035,0.909832678,0.874220481
2021015829,1,1,1,2,1,1,1,2,1,2,2,2,2,3,6,1,3,4,3,1,2,10,2,3,3,1,3,44,3,6,1,7,2,2,9,10,3,1,,,,,,,,,2,4,6,3,1,4,1,4,3,4,1,1,2,1,1,2,,,1,2,7,7,6,1.191299485,2.174449985,0.816474013
2021015839,1,1,1,2,2,2,2,1,1,2,1,2,2,5,4,2,3,1,3,1,3,7,2,3,2,1,1,42,6,6,1,3,8,8,5,9,2,1,1,0,1,0,0,0,0,0,2,4,2,6,2,3,3,3,3,3,1,1,2,1,1,1,2,2,1,1,1,7,5,0.456377341,0.261456473,0.760874225
2021015855,1,1,1,1,1,1,1,2,1,1,2,2,2,3,9,1,2,4,3,2,2,10,3,3,3,1,3,38,3,7,1,9,2,2,10,10,2,3,1,0,1,1,0,0,0,0,1,5,7,5,5,4,5,5,5,4,1,1,1,1,2,1,1,1,1,1,7,7,7,0.515500091,0.258960076,0.797053905
2021015862,1,1,1,1,1,1,1,2,1,2,2,2,2,2,9,3,1,3,4,1,3,10,1,3,1,1,3,39,2,6,1,7,2,3,9,8,3,1,,,,,,,,,2,5,5,2,1,1,2,3,2,4,1,1,1,1,1,1,2,2,1,2,1,7,6,1.717133692,0.771951679,0.835028873
2021015865,1,1,1,1,1,1,2,2,2,2,2,2,2,3,8,3,3,4,3,1,2,7,2,2,3,1,3,5,3,7,1,7,2,4,9,8,2,2,1,1,1,0,0,0,0,0,2,4,6,5,2,4,3,3,3,3,1,1,2,1,1,1,1,2,1,2,2,5,5,0.492065359,2.232959188,1.03249663
2021015866,1,1,2,1,1,1,1,1,1,2,2,2,1,4,9,1,2,6,4,2,2,9,3,2,3,2,3,36,3,7,1,9,2,2,10,10,1,3,1,0,1,1,0,0,0,0,1,4,7,4,3,5,5,3,5,4,1,1,2,1,1,1,1,1,1,1,7,6,7,1.230218035,1.063528961,0.883154853
2021015871,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,2,4,4,2,2,10,2,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021015873,1,1,1,1,1,2,2,2,2,2,2,2,2,3,7,1,3,4,5,1,2,7,3,3,1,1,2,5,3,6,1,6,2,4,7,6,3,2,1,0,0,0,0,0,0,0,2,4,4,5,2,2,2,5,3,4,1,1,1,1,1,1,2,2,1,2,2,6,6,0.492065359,2.232959188,1.03249663
2021015907,1,1,1,1,1,2,1,2,2,2,2,2,2,4,6,1,2,4,3,1,2,10,3,2,2,1,2,33,2,7,1,6,2,2,10,10,2,1,1,0,1,0,1,0,0,0,1,5,7,5,5,5,4,4,5,4,1,1,1,1,1,1,1,1,1,1,7,6,7,1.717133692,1.133737453,0.793401128
2021015908,1,1,1,2,2,2,2,2,2,1,2,2,2,5,10,3,3,1,3,1,3,10,2,3,1,1,1,10,8,6,3,2,2,,10,7,3,1,0,0,0,1,0,0,0,0,2,5,1,4,1,1,1,5,1,4,1,2,2,1,,1,2,2,1,2,1,7,6,0.834315868,2.087735167,0.741515521
2021015919,1,1,1,1,1,2,1,1,1,2,2,2,2,3,8,1,3,6,5,2,1,10,3,3,3,1,3,5,2,7,1,8,2,2,10,10,2,1,1,0,1,1,0,0,0,0,2,4,7,4,4,4,5,3,3,4,1,1,1,1,1,1,2,2,1,1,7,6,7,0.503432873,1.917730516,0.793149521
2021016098,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,4,1,1,10,2,3,2,2,1,17,8,2,3,1,7,,1,10,1,2,1,1,0,0,0,0,0,0,2,2,7,6,5,5,5,1,5,1,1,1,1,2,,2,,,0,2,7,5,7,0.455443955,0.831935432,0.987011213
2021016113,1,1,1,1,2,2,1,2,1,2,2,2,1,2,3,4,2,3,2,2,1,10,2,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021016132,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,5,5,2,2,10,3,3,3,1,2,5,3,7,1,6,2,4,10,10,2,2,1,0,1,0,0,0,0,0,1,5,7,6,1,5,1,5,5,4,1,1,1,1,1,1,1,2,1,2,7,7,7,0.492065359,2.232959188,1.03249663
2021016154,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,3,8,2,3,2,1,2,46,3,6,3,5,7,,7,7,3,1,1,0,0,0,0,0,0,0,1,5,1,4,1,1,1,4,1,4,1,1,2,1,,2,,,1,2,1,6,5,0.348267377,0.210119482,0.839690648
2021016182,1,1,2,2,1,2,2,2,1,2,1,1,1,3,6,1,3,3,2,1,1,10,3,3,3,1,2,36,2,6,1,6,2,2,10,10,3,1,,,,,,,,,2,5,7,5,5,5,3,4,3,4,1,1,2,1,1,1,2,2,1,2,1,7,7,1.258638082,1.082145816,0.935817525
2021016220,1,1,2,2,1,2,2,2,2,2,2,2,2,4,5,3,2,3,4,3,3,6,1,3,1,1,3,33,2,7,3,7,2,,9,7,3,1,0,0,1,0,0,0,0,0,2,5,2,3,2,1,2,5,2,3,1,1,2,1,,1,1,2,1,2,1,5,4,1.717133692,1.133737453,0.793401128
2021016265,1,1,2,1,1,2,2,2,1,2,2,2,2,4,7,1,2,3,4,1,1,9,3,3,3,1,3,21,2,6,1,7,2,2,9,9,2,2,,,,,,,,,1,4,7,5,4,5,5,5,4,4,1,1,1,1,3,1,1,2,1,2,6,6,6,0.969069933,0.658135443,0.72409452
2021016273,1,1,1,1,2,1,2,2,1,2,2,1,2,2,7,4,2,4,4,2,2,10,3,2,3,1,3,22,2,6,1,7,2,1,10,10,3,2,1,1,1,0,0,0,0,0,2,5,7,4,1,3,1,3,3,4,1,1,1,1,3,1,2,2,1,1,1,7,7,0.356312923,2.509959047,0.767961227
2021016323,1,1,1,1,1,2,2,2,1,2,2,2,2,4,8,3,2,4,4,2,1,6,3,3,1,2,2,23,2,6,1,6,2,3,7,6,3,1,,,,,,,,,2,4,4,4,1,2,3,4,3,4,1,1,2,1,1,1,2,2,1,2,3,5,5,1.258638082,0.925759111,0.910447396
2021016324,1,1,1,1,1,1,2,2,2,2,2,2,2,4,8,2,2,4,3,1,1,10,1,3,3,1,3,22,2,6,1,8,2,2,9,9,3,2,0,1,1,0,1,0,0,0,1,4,7,2,4,5,4,3,5,4,1,1,1,1,1,1,1,1,1,1,6,7,7,0.356312923,2.509959047,0.767961227
2021016356,1,1,1,2,1,2,2,1,2,2,2,2,2,1,3,1,2,5,4,1,2,10,2,3,3,2,1,41,7,2,1,4,2,2,10,10,1,1,,,,,,,,,2,5,1,2,1,5,1,5,1,4,1,2,2,2,,1,2,2,1,2,1,7,7,1.033049003,0.638892597,0.864183181
2021016368,1,1,1,1,1,1,2,1,1,1,2,1,1,2,5,3,2,3,4,1,2,9,2,2,1,1,1,21,7,6,3,3,2,,7,8,3,3,0,0,1,0,0,0,0,0,2,5,5,4,3,5,2,3,5,2,1,1,1,1,,1,2,1,1,1,4,6,3,0.967394064,0.735873631,0.883139202
2021016386,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,2,3,2,3,3,3,10,1,3,1,1,3,30,5,6,3,7,8,,10,8,3,1,,,,,,,,,2,5,1,3,1,1,2,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,5,0.380615534,0.529177338,0.794241106
2021016388,1,1,2,1,1,1,2,2,1,1,2,2,2,3,9,2,3,5,4,1,2,8,2,2,2,1,3,47,3,7,1,8,2,2,7,9,3,2,1,0,0,1,1,0,0,0,1,4,4,3,3,2,2,3,3,4,1,1,1,2,,1,2,2,1,2,1,6,6,0.947188334,0.973839555,0.766873407
2021016414,1,1,1,1,2,2,2,2,2,2,2,2,2,3,6,2,3,4,5,1,2,10,3,3,3,1,2,35,2,5,1,5,2,2,10,10,1,1,,,,,,,,,2,4,7,6,5,5,5,1,5,3,1,2,2,1,1,1,1,2,0,2,7,7,6,0.529004733,0.263502475,1.850265172
2021016473,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,3,2,3,3,3,8,1,3,1,1,3,19,12,6,3,7,8,,10,2,3,1,,,,,,,,,2,5,1,2,1,1,1,5,1,4,1,1,2,2,,1,2,2,1,2,1,1,6,1.246051118,0.37930403,0.860701644
2021016475,1,1,2,2,1,1,1,2,2,2,2,2,2,5,8,3,1,3,3,1,2,7,2,3,1,1,2,3,12,7,3,5,8,,8,3,3,1,0,0,1,0,0,0,0,0,2,5,3,3,2,2,2,5,2,4,1,1,2,2,,1,2,2,1,2,1,6,6,0.379349292,1.966398029,0.9409391
2021016480,1,1,1,2,1,2,1,2,2,2,2,2,2,5,7,4,1,3,2,3,3,5,3,3,1,2,2,19,12,4,1,6,8,8,9,3,3,1,0,0,1,0,0,0,0,0,2,5,1,5,1,1,1,4,1,4,1,1,2,2,,1,1,2,1,2,1,7,7,1.542859143,0.48989589,1.078589776
2021016482,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,2,1,3,3,1,3,7,2,3,1,1,3,24,5,6,1,9,2,3,8,7,3,1,,,,,,,,,2,5,4,5,1,2,2,4,2,4,1,1,2,1,1,1,2,2,1,2,1,7,5,0.456377341,1.679398279,0.930875512
2021016492,1,1,2,2,1,2,2,2,2,1,2,2,2,5,7,3,3,4,3,3,3,8,1,3,1,1,2,29,6,6,3,5,8,,10,7,3,1,0,0,1,0,0,0,0,0,2,5,2,3,2,2,1,5,2,4,1,1,2,1,,2,,,1,2,1,7,7,0.396367545,0.908074875,0.889486142
2021016502,1,1,1,2,2,2,2,2,1,2,2,2,2,5,5,4,3,1,3,3,2,6,2,2,1,1,3,36,6,7,1,9,8,6,8,2,3,1,0,1,1,0,0,0,0,0,2,5,6,6,2,2,3,5,2,4,1,1,2,2,,2,,,0,2,6,7,5,1.344484511,1.252689783,1.011355435
2021016517,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,3,2,2,3,1,3,10,1,3,1,1,2,1,5,6,1,5,8,8,10,5,3,1,1,0,1,1,0,0,0,0,2,5,1,6,1,1,2,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.697877701,0.954520711,0.977558692
2021016518,1,1,1,2,2,2,1,2,2,2,2,2,2,5,7,3,3,2,4,1,3,10,3,3,2,1,3,15,6,6,1,7,8,8,10,6,3,1,1,0,0,0,0,0,0,0,2,5,1,1,1,1,1,5,1,4,1,1,2,1,3,1,1,1,1,2,1,7,6,1.344484511,0.710842985,0.9940781
2021016519,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,2,3,2,4,1,3,7,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021016524,1,1,2,1,1,1,1,2,2,2,2,1,1,5,7,4,1,2,3,3,1,3,2,3,1,1,1,3,5,6,3,2,8,,8,5,3,1,1,0,0,0,0,0,0,0,2,5,2,2,2,1,2,5,1,4,1,1,2,1,,1,1,2,1,2,1,7,5,0.396367545,2.12340613,0.944175262
2021016536,1,1,1,1,1,1,2,2,1,2,2,2,1,4,7,2,3,4,5,2,1,8,3,3,2,1,1,36,9,4,1,4,2,2,3,7,2,1,1,0,0,0,0,0,0,0,2,4,6,6,5,5,5,2,3,3,1,1,2,1,1,1,1,2,0,1,6,6,6,1.362034386,1.159650728,0.907194004
2021016547,1,1,1,2,1,1,1,2,2,2,2,2,2,5,10,3,1,3,2,3,3,6,2,3,1,1,1,14,6,7,3,4,1,,7,8,3,1,1,0,1,0,0,0,0,0,2,5,7,4,2,2,3,4,4,4,1,1,2,1,,1,2,2,1,2,1,7,7,1.344484511,1.296632072,0.963239244
2021016562,1,1,1,1,1,2,2,2,1,2,2,2,2,5,10,3,1,1,3,3,3,8,2,3,1,2,3,1,6,6,3,7,8,,10,5,3,1,,,,,,,,,2,5,3,3,1,1,2,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.697877701,0.954520711,0.977558692
2021016579,1,1,1,2,1,2,1,2,1,2,2,2,2,5,10,3,3,2,4,3,2,9,2,3,1,2,3,41,11,6,1,7,1,1,9,8,3,1,,,,,,,,,2,5,2,4,1,1,2,5,1,4,1,1,2,1,1,1,2,2,1,2,1,7,6,0.990720719,0.643680636,0.79905119
2021016582,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,3,2,3,3,3,3,8,3,3,2,1,2,23,5,6,1,5,8,2,5,4,3,1,1,0,0,0,0,0,0,0,2,3,5,3,4,3,3,2,3,3,1,1,2,2,,2,,,1,2,4,5,5,1.344484511,1.071656853,1.011237853
2021016584,1,1,1,1,2,2,2,2,2,1,2,2,2,5,6,2,3,1,4,1,3,9,2,3,1,2,1,23,12,4,3,1,8,,9,7,3,1,0,0,1,0,0,0,0,0,2,5,1,2,1,1,1,5,1,4,1,1,2,2,,1,2,2,1,2,1,7,7,1.593262791,1.157676199,1.043311326
2021016597,1,1,1,2,1,1,1,2,2,2,2,2,2,5,6,3,2,2,4,1,3,7,2,3,1,1,2,32,11,7,3,5,2,,6,6,3,2,0,1,0,0,0,0,0,0,1,5,5,5,2,1,3,5,2,3,1,1,2,1,,1,1,1,0,2,2,7,6,0.379349292,0.512031924,0.71523769
2021016607,1,1,1,2,2,2,1,2,2,1,2,2,2,5,8,2,2,2,3,1,1,8,2,2,2,1,3,6,5,6,3,10,8,,5,8,2,1,1,0,0,0,0,0,0,0,2,5,5,6,4,4,4,2,5,3,1,1,2,1,,1,2,2,1,2,1,4,7,0.396367545,1.799260553,1.023092729
2021016616,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,2,3,3,3,1,3,9,1,3,2,1,3,39,6,7,1,9,8,8,10,8,3,1,0,0,1,1,1,0,0,0,2,5,1,5,1,1,1,5,2,4,1,1,2,1,3,1,2,2,1,2,1,7,6,1.834252185,0.897580989,0.953666792
2021016644,1,1,1,2,2,2,2,2,1,1,2,2,2,5,6,3,1,2,3,1,3,10,1,3,1,1,1,31,6,2,3,4,8,,9,6,3,2,0,0,0,1,0,0,0,0,2,4,2,5,1,2,3,3,1,4,1,1,2,1,,1,2,2,1,2,5,7,6,2.271169066,0.675091083,1.127695901
2021016681,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,4,2,1,4,3,3,10,1,2,1,2,3,7,6,6,1,8,8,8,10,1,3,1,0,0,1,0,0,0,0,0,2,5,1,1,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,4,7,6,0.380615534,1.275494489,0.968487179
2021016696,1,1,2,1,1,2,1,2,2,2,1,2,2,5,8,3,2,3,3,3,3,5,2,2,2,1,2,40,12,6,1,6,2,2,7,5,3,1,1,1,0,0,0,0,0,0,1,5,7,6,2,1,5,4,5,3,1,1,2,1,3,1,1,2,1,2,4,7,5,0.364273602,0.371255358,0.531448422
2021016717,1,1,2,2,2,2,2,2,2,2,2,2,1,5,6,2,3,3,3,1,1,9,2,2,3,1,1,26,3,7,3,4,2,,9,9,3,3,,,,,,,,,2,5,7,5,5,4,5,5,5,3,1,1,1,2,,2,,,1,2,6,7,7,0.417590259,1.527869578,0.757812881
2021016754,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,3,1,3,3,3,3,5,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021016762,1,1,1,2,1,2,1,2,1,2,2,2,2,5,8,2,3,1,3,3,3,8,2,3,3,1,3,7,6,7,1,8,2,2,9,8,3,1,0,0,0,1,1,0,0,0,2,5,1,3,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.380615534,1.275494489,0.968487179
2021016774,1,1,1,2,2,2,2,2,1,2,2,2,2,5,1,2,2,2,5,3,3,8,3,3,2,1,2,6,6,5,1,6,8,1,10,10,3,1,0,0,1,0,0,0,0,0,1,5,3,5,2,1,2,5,2,4,1,1,2,1,1,1,1,2,1,2,2,7,6,0.490781865,2.101959174,0.957637442
2021016806,1,1,1,2,2,2,2,2,2,1,2,2,2,5,7,3,3,1,2,3,3,7,1,3,1,1,2,19,6,6,1,5,8,8,8,6,3,1,0,1,1,0,0,0,0,0,2,5,2,3,2,2,2,5,1,4,1,1,2,1,3,1,1,2,1,2,1,7,6,1.301951085,0.432269166,0.824561005
2021016843,1,1,2,2,1,2,2,2,1,2,2,2,2,5,8,3,2,3,3,3,3,8,1,3,1,1,3,22,12,6,3,7,8,,10,5,3,1,,,,,,,,,2,5,1,2,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,5,0.364273602,2.345972308,0.935292835
2021016849,1,1,1,2,2,1,2,2,2,1,2,2,2,5,6,3,3,2,2,2,1,8,2,3,1,1,2,43,6,7,1,6,8,2,9,7,3,1,0,0,0,1,0,0,0,0,2,5,2,4,1,1,3,5,2,3,1,1,2,1,2,1,2,2,1,2,1,7,6,0.697877701,1.357361455,0.978767732
