NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2）,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income
2021019802,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,3,1,4,4,3,3,9,2,3,1,1,1
2021019827,1,1,1,1,2,2,2,2,2,2,2,2,2,5,8,3,1,98,2,1,3,6,1,3,1,1,3
2021019832,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,3,1,3,2,2,3,8,1,3,1,1,2
2021019855,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,3,1,98,2,3,3,8,3,3,1,1,2
2021019863,1,1,2,2,1,1,2,2,2,1,2,2,2,3,6,3,1,98,3,3,3,6,2,3,1,2,2
2021019890,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,98,98,7,3,3,2,1,1
2021019926,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,4,1,98,98,98,98,1,1,1,1,98,1
2021019936,1,1,2,2,1,2,2,2,2,2,2,2,2,2,6,3,3,2,3,1,2,7,1,3,1,2,2
2021019939,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,1,98,98,98,5,2,3,1,1,1
2021019946,1,1,1,1,2,2,1,2,2,2,2,2,2,5,8,3,1,1,98,98,98,7,1,3,1,1,2
2021019960,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,3,1,98,3,2,3,9,2,3,1,1,3
2021019979,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,3,2,1,2,1,3,8,3,2,1,1,3
2021019984,1,1,1,2,2,1,1,1,2,1,1,2,2,5,7,3,3,1,3,1,2,8,3,3,1,1,2
2021019990,1,1,2,2,1,2,2,2,1,2,2,2,2,5,6,4,1,3,3,3,3,3,1,3,1,1,3
2021020010,1,1,2,2,2,1,2,2,1,2,2,2,2,2,6,2,3,4,2,3,3,8,2,2,2,1,3
2021020014,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,3,3,1,2,3,3,6,2,3,1,98,2
2021020018,1,1,1,1,1,1,2,2,2,1,2,2,2,5,8,1,3,3,3,1,1,8,3,3,2,1,2
2021020019,1,1,1,98,1,98,98,98,1,98,2,98,2,5,8,3,1,5,3,1,2,6,98,2,1,1,2
2021020021,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,1,1,1,4,2,2,10,3,3,1,1,1
2021020033,1,1,1,2,1,2,2,2,1,2,2,2,2,5,4,2,1,2,3,3,3,7,1,2,1,1,3
2021020038,1,1,2,2,1,1,2,2,1,2,2,2,2,5,7,3,2,3,98,3,3,4,2,3,1,98,3
2021020040,1,1,2,2,1,2,2,2,2,2,2,2,2,1,8,2,3,3,3,1,3,6,1,2,2,1,3
2021020049,1,1,98,98,1,98,1,98,1,2,98,98,2,5,98,3,1,98,98,98,98,1,1,3,1,1,1
2021020051,1,1,1,2,1,1,2,2,1,1,2,2,2,5,7,3,3,2,3,3,3,9,2,3,1,2,3
2021020061,1,1,1,2,1,1,2,2,1,2,2,2,2,4,5,2,2,4,3,1,2,7,2,3,2,1,3
2021020067,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,5,2,2,1,10,3,3,3,1,3
2021020077,1,1,1,2,2,2,1,2,2,2,2,2,2,4,2,4,3,2,3,1,3,3,1,3,1,1,1
2021020078,1,1,2,2,1,2,2,2,2,2,2,2,2,5,5,3,1,98,98,98,98,4,1,3,1,1,2
2021020081,1,1,1,98,2,2,1,2,2,2,1,2,2,5,4,4,2,2,2,1,3,8,1,3,1,1,1
2021020111,1,1,1,2,1,1,2,2,2,2,2,2,2,5,6,3,3,2,4,3,3,6,2,3,1,1,2
2021020118,1,1,1,2,1,2,2,2,1,2,2,2,2,5,9,3,3,98,98,2,3,6,1,3,1,98,2
2021020135,1,1,1,2,2,1,2,2,2,2,2,2,98,3,1,98,2,2,98,3,3,5,1,2,98,98,2
2021020152,1,1,1,2,2,1,2,2,1,2,2,2,2,5,7,2,1,4,3,98,98,3,2,2,1,98,1
2021020153,1,1,1,2,1,1,1,2,2,1,2,2,98,5,6,3,1,4,3,1,3,8,1,2,1,1,3
2021020160,1,1,1,2,2,2,2,2,1,2,2,2,2,5,9,2,3,1,4,1,1,8,2,3,1,1,3
2021020161,1,1,2,2,1,2,2,2,1,2,2,2,2,5,7,4,3,2,3,3,3,8,2,3,1,1,1
2021020166,1,1,1,1,1,1,2,2,2,2,2,2,2,5,6,3,3,2,3,3,3,6,1,3,1,1,2
2021020168,1,1,2,2,1,1,2,98,2,2,2,2,2,5,98,2,2,3,2,1,3,8,2,3,3,1,2
2021020169,1,1,2,2,1,2,2,2,1,2,2,2,2,4,7,3,1,3,3,98,98,7,2,3,1,1,3
2021020175,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,3,3,2,3,1,2,9,3,3,1,1,3
2021020193,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,3,2,5,3,3,9,1,2,1,1,2
2021020204,1,1,1,2,1,2,1,2,2,2,2,2,2,4,7,3,1,3,2,3,3,5,2,2,1,98,1
2021020264,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,3,2,4,4,3,3,8,2,3,1,1,2
2021020271,1,1,1,1,1,1,1,1,1,2,2,2,2,5,10,3,3,98,3,3,2,6,1,3,1,1,3
2021020281,1,1,2,2,1,98,2,2,2,2,2,2,2,3,5,3,1,98,98,98,2,4,1,2,1,2,2
2021020288,1,1,1,1,1,1,2,2,2,2,2,2,2,5,6,2,1,3,4,1,1,9,2,3,1,1,3
2021020291,1,1,2,2,1,2,2,2,2,2,2,2,2,5,6,3,3,2,3,3,3,9,2,3,1,98,1
2021020305,1,1,2,2,1,1,1,2,2,2,2,2,2,5,7,3,1,3,3,3,3,6,2,3,1,98,2
2021020310,1,1,1,1,1,2,2,2,1,2,2,2,2,5,7,3,1,4,98,3,3,7,1,3,1,1,2
2021020325,1,1,1,2,2,1,2,2,2,2,2,2,2,3,4,3,2,98,3,1,3,6,1,3,2,1,2
2021020327,1,1,1,2,1,2,1,2,1,2,2,2,2,4,99,3,2,3,98,98,3,8,3,3,1,1,1
2021020361,1,1,1,2,1,2,1,2,2,2,2,2,2,5,9,3,1,3,3,3,3,5,3,2,1,1,1
2021020385,1,1,1,1,1,2,2,1,2,2,2,2,2,5,7,3,2,4,4,1,2,7,2,3,1,1,2
2021020491,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,2,98,4,3,3,7,1,3,1,1,3
2021020503,1,1,1,1,1,1,2,1,1,2,2,2,1,4,5,2,2,5,3,2,1,9,3,3,3,1,3
2021020531,1,1,1,98,1,1,98,98,98,1,98,98,98,5,10,2,1,98,98,98,98,8,98,3,1,1,1
2021020549,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,2,1,3,3,3,3,5,2,3,1,1,1
2021020565,1,1,1,2,2,1,2,2,1,2,2,2,2,4,2,3,2,2,98,98,98,3,2,3,1,1,2
2021020570,1,1,1,2,2,1,2,2,2,2,2,2,2,4,4,3,2,2,2,3,3,7,3,3,2,1,1
2021020616,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,3,3,3,3,3,3,8,1,3,1,1,3
2021020620,1,1,1,2,2,1,2,2,2,98,2,2,2,5,3,2,1,4,2,1,3,3,2,3,1,1,2
2021020629,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,1,3,5,5,1,2,8,3,2,1,1,2
2021020636,1,1,1,2,1,1,1,2,1,1,1,2,98,5,10,2,2,4,3,98,2,8,2,3,1,2,3
2021020638,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,6,5,2,2,10,2,3,2,1,3
2021020643,1,1,1,1,1,1,2,2,2,1,1,2,2,5,10,2,3,2,4,1,3,9,2,3,1,1,1
2021020686,1,1,1,2,1,2,2,2,2,1,2,2,2,5,10,2,1,4,98,3,3,9,3,3,1,98,3
2021020692,1,1,1,2,1,2,1,2,1,1,2,2,2,4,8,2,3,3,6,1,2,10,3,3,2,2,3
2021020698,1,1,1,1,99,1,1,98,1,1,98,98,1,2,4,4,2,2,6,3,3,10,3,3,3,98,2
2021020702,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,3,1,2,98,98,3,6,1,2,2,1,3
2021020719,1,1,2,1,2,2,1,2,1,1,2,2,1,2,9,1,2,3,5,1,2,8,2,3,3,1,3
2021020724,1,1,2,1,1,2,2,2,1,2,2,2,2,2,7,3,1,4,2,3,1,6,2,3,1,98,3
2021020730,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,2,3,2,3,1,1,6,1,3,1,1,3
2021020743,1,1,1,2,2,2,1,2,2,2,2,2,2,3,5,3,1,1,98,3,3,9,2,2,1,1,2
2021020762,1,1,2,2,1,2,2,2,2,2,2,2,2,5,10,3,3,2,3,3,2,8,2,3,1,1,3
2021020768,1,1,1,98,1,98,2,2,2,98,2,98,2,5,10,3,1,3,3,3,3,9,1,3,1,1,2
2021020772,1,1,1,2,2,2,2,2,2,2,2,2,2,98,8,3,1,1,4,3,3,7,3,3,1,2,2
2021020787,1,1,1,2,2,1,2,2,2,1,2,2,2,5,4,2,1,4,4,3,3,9,2,3,1,1,2
2021020798,1,1,98,98,98,98,98,98,2,2,98,98,98,1,4,2,1,98,98,98,3,5,1,3,1,1,2
2021020803,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,4,1,1,2,3,3,9,1,1,1,1,3
2021020845,1,1,1,1,1,1,2,2,2,2,2,1,2,5,10,2,2,3,3,3,2,9,2,3,2,1,3
2021020863,1,1,2,2,2,2,1,2,1,2,2,2,2,4,7,1,3,5,4,1,1,10,2,3,3,1,3
2021020880,1,1,1,2,2,1,2,2,2,2,2,2,2,3,5,3,3,98,3,1,3,6,1,3,3,1,2
2021020881,1,1,1,2,1,2,1,2,1,2,2,2,2,5,4,3,2,1,5,3,3,3,2,3,1,1,1
2021020884,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,2,3,3,2,3,1,8,3,3,2,2,3
2021020898,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,3,2,1,3,1,3,5,2,3,1,1,2
2021020906,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,3,2,1,3,1,3,10,1,3,1,1,2
2021020914,1,1,1,2,1,1,1,2,1,1,1,2,2,5,8,2,3,3,4,3,2,8,2,3,2,1,3
2021020925,1,1,1,2,1,1,2,2,1,1,2,2,2,5,9,3,1,3,3,1,3,10,2,3,1,1,3
2021020935,1,1,1,2,2,2,2,2,2,2,2,98,2,5,7,3,1,4,5,3,3,6,2,2,1,1,1
2021020941,1,1,2,2,1,2,1,2,2,2,2,2,2,3,9,3,1,98,98,98,98,4,1,3,1,1,2
2021020961,1,1,1,1,1,2,1,2,1,2,2,2,2,5,10,3,2,3,3,3,3,7,2,3,1,1,3
2021020990,1,1,1,1,2,2,2,2,2,2,2,2,2,5,2,4,1,98,98,3,3,1,1,3,1,1,3
2021021006,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,3,3,3,3,3,3,6,2,3,1,2,3
2021021017,1,1,1,1,1,1,1,2,2,2,2,2,2,5,9,3,1,3,3,1,3,4,1,3,1,98,2
2021021030,1,1,1,1,1,2,1,1,1,2,2,2,2,5,9,3,1,3,2,3,3,5,1,3,1,1,2
2021021040,1,1,1,1,1,1,2,2,1,2,2,2,2,5,10,2,1,3,3,1,3,10,2,3,1,1,3
2021021051,1,1,1,1,1,98,98,98,2,98,98,98,98,5,8,3,1,98,98,98,98,2,2,3,1,1,2
2021021068,1,1,2,2,1,2,1,2,2,2,2,2,2,5,10,3,3,3,3,3,3,9,2,3,1,2,3
2021021099,1,1,1,2,1,2,2,2,1,2,2,2,2,2,3,4,1,5,4,1,2,7,2,2,1,1,3
2021021114,1,1,1,2,2,1,1,2,1,2,2,2,2,5,10,3,3,3,2,3,3,9,1,3,1,1,3
2021021132,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,3,1,98,3,98,98,8,2,3,1,1,2
2021021138,1,1,2,2,1,2,2,2,2,2,2,2,2,5,5,3,1,98,98,98,98,1,1,3,1,1,1
2021021157,1,1,1,2,2,2,2,2,1,2,2,2,2,5,8,4,1,6,2,98,2,6,2,2,1,1,2
2021021169,1,1,1,2,1,2,2,2,98,2,2,2,2,5,8,98,3,6,4,98,2,6,2,2,2,98,3
2021021215,1,1,1,2,2,2,1,2,1,2,1,2,2,5,98,3,3,98,3,3,98,7,3,3,2,1,2
2021021226,1,1,2,2,1,1,2,2,1,2,2,2,2,3,6,1,1,98,3,1,3,7,1,3,1,1,2
2021021255,1,1,1,2,2,2,2,2,2,2,1,2,2,2,4,3,3,3,4,1,2,7,3,3,2,1,2
2021021274,1,1,2,2,1,2,1,2,1,2,2,2,2,5,10,3,1,98,4,3,2,5,2,3,1,1,3
2021021290,1,1,1,1,1,1,2,2,1,1,2,2,2,5,8,3,1,4,2,1,1,7,2,3,2,1,2
2021021299,1,1,1,1,1,2,1,2,98,98,2,2,2,5,5,3,1,98,98,98,98,1,3,3,1,98,1
2021021300,1,1,1,2,2,2,2,1,2,2,1,2,2,2,4,3,3,4,4,3,2,6,3,3,1,2,3
2021021326,1,1,1,1,1,2,2,2,2,2,2,2,2,5,9,2,1,3,4,3,3,8,2,3,1,1,2
2021021344,1,1,1,2,1,1,2,2,2,1,1,2,2,5,7,2,3,2,6,1,3,9,2,3,2,1,3
2021021349,1,1,2,2,1,2,1,2,2,2,2,2,2,5,7,3,3,4,3,3,3,9,2,2,2,1,2
2021021385,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,2,3,1,3,3,3,9,2,3,1,1,3
2021021392,1,1,1,1,1,2,2,2,1,2,2,2,2,5,8,3,3,2,3,1,3,6,1,3,1,1,2
2021021446,1,1,1,2,2,2,1,1,2,2,2,2,2,5,6,4,1,99,99,99,3,10,1,1,1,1,1
2021021447,1,1,1,1,1,1,2,2,1,1,2,2,1,5,9,2,3,5,4,1,1,9,2,3,3,1,3
2021021463,1,1,1,1,1,1,2,2,2,1,2,2,2,5,9,2,1,4,3,3,3,3,2,2,2,1,3
2021021465,1,1,2,1,2,2,2,2,2,2,2,2,2,5,6,2,3,3,3,1,2,8,1,3,1,1,2
2021021473,1,1,1,2,2,2,2,2,1,2,1,2,2,5,2,3,1,1,3,1,3,7,1,3,2,1,2
2021021478,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,2,2,3,3,3,9,2,3,1,1,3
2021021511,1,1,1,2,1,2,2,2,2,2,2,2,2,5,5,3,2,98,4,3,3,7,2,3,1,1,1
2021021517,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,2,1,4,1,3,10,1,3,1,1,2
2021021538,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,2,1,2,3,3,3,6,1,3,1,1,2
2021021552,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,1,2,1,5,1,3,7,3,3,1,1,3
2021021585,1,1,2,1,1,1,1,2,1,1,2,2,1,2,9,2,99,4,3,1,1,9,3,2,3,1,3
2021021595,1,1,1,2,1,1,2,1,2,2,1,2,2,3,5,2,2,1,3,1,3,8,2,2,2,1,2
2021021603,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,3,3,1,2,2,9,2,2,2,1,1
2021021641,1,1,1,1,1,1,1,1,1,1,2,1,1,3,7,1,2,5,5,1,1,10,3,3,3,1,3
2021021659,1,1,2,2,1,2,1,2,1,1,2,2,2,2,9,2,3,3,6,1,3,9,3,3,3,1,3
2021021661,1,1,1,1,99,1,98,1,2,1,2,98,2,3,3,3,3,1,3,1,2,9,2,3,1,1,2
2021021674,1,1,1,2,1,2,2,2,1,2,2,2,2,3,7,3,1,5,98,3,1,7,3,3,2,1,2
2021021679,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,2,3,1,98,3,3,7,2,3,2,1,3
2021021693,1,1,1,1,1,1,2,2,2,2,2,2,2,5,98,2,3,2,3,1,3,8,2,3,2,1,2
2021021725,1,1,2,1,1,1,2,2,1,1,2,2,1,3,4,1,3,5,3,2,1,8,2,3,3,1,3
2021021741,1,1,1,2,1,2,2,2,1,2,2,2,2,3,3,3,2,2,3,1,3,7,2,3,2,1,3
2021021810,1,1,1,2,1,2,1,2,2,1,2,2,2,3,9,3,3,6,3,1,2,5,2,3,3,1,2
2021021816,1,1,1,1,1,1,2,2,2,2,2,2,2,4,8,1,3,6,5,1,2,10,3,2,1,1,3
2021021853,1,1,2,2,1,1,2,2,1,2,2,2,2,3,7,3,2,6,5,3,1,10,2,3,2,1,3
2021021857,1,1,1,1,1,2,2,2,2,2,2,2,2,5,7,3,2,1,3,3,3,8,1,2,1,1,2
2021021876,1,1,1,1,1,2,2,2,1,1,2,2,98,5,10,3,1,98,98,98,98,9,2,3,1,2,3
2021021878,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,2,3,3,3,3,3,9,3,3,2,1,3
2021021896,1,1,1,1,1,1,2,2,2,1,2,2,98,5,10,2,3,2,3,1,3,10,1,3,1,1,3
2021021897,1,1,2,2,1,1,1,98,2,98,2,2,98,5,99,3,1,98,3,98,98,6,2,3,1,98,2
2021021909,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,1,1,3,3,1,98,10,3,3,1,1,3
2021021912,1,1,1,1,1,1,1,1,1,2,2,2,2,4,9,1,2,4,4,1,1,10,3,3,3,1,3
2021021913,1,1,1,2,1,2,2,2,1,2,2,2,2,3,7,1,1,4,5,3,3,8,3,3,1,2,3
2021021953,1,1,2,1,1,2,1,2,1,2,2,2,2,5,8,4,1,3,3,3,3,9,1,3,2,1,2
2021021954,1,1,1,2,1,1,2,2,1,2,2,2,2,5,8,3,2,3,3,1,3,8,2,3,1,1,3
2021021955,1,1,1,1,1,2,2,2,2,2,2,2,1,5,8,3,1,1,4,3,3,8,1,3,1,1,3
2021021957,1,1,1,2,2,2,98,2,2,2,2,2,2,98,4,4,1,2,98,3,3,4,2,2,1,1,3
2021021970,1,1,1,2,2,1,2,2,2,2,2,2,2,5,6,3,3,3,5,2,1,7,3,3,2,1,2
2021021988,1,1,1,2,1,1,1,98,2,1,2,2,1,2,9,1,98,3,3,2,1,9,2,3,98,1,3
2021021993,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,3,98,5,3,3,7,3,3,2,1,3
2021022005,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,3,3,9,1,3,2,1,3
2021022013,1,1,2,2,1,2,2,2,2,2,2,2,2,3,1,3,1,3,4,3,3,2,1,3,1,1,1
2021022032,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,3,2,98,3,2,6,1,3,1,98,2
2021022061,1,1,1,1,98,2,1,2,2,1,2,2,2,2,7,2,2,5,5,1,2,8,2,3,1,1,3
2021022081,1,1,2,1,2,2,2,2,2,2,1,2,98,5,1,2,2,2,5,1,3,8,3,3,1,1,1
2021022088,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,2,3,2,2,1,3,8,2,3,1,98,2
2021022091,1,1,1,1,1,2,1,2,1,2,2,2,2,5,10,2,1,2,6,3,3,10,2,3,3,2,3
2021022093,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,4,1,2,3,2,2,98,3,3,1,1,3
2021022101,1,1,1,1,2,1,2,2,98,2,2,2,2,5,8,4,1,98,98,98,98,5,1,2,1,1,2
2021022108,1,1,1,1,2,2,2,2,1,2,2,2,2,5,7,2,3,2,3,1,3,8,2,2,1,1,2
2021022116,1,1,1,2,1,1,2,2,2,2,2,2,2,5,10,2,3,3,3,1,3,9,2,3,1,1,3
2021022119,1,1,2,2,1,2,1,2,1,1,2,2,2,5,9,3,1,2,3,3,3,8,2,3,1,1,3
2021022140,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,7,2,3,2,2,1
2021022144,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,2,98,3,3,3,7,1,2,1,1,3
2021022146,1,1,1,1,1,1,1,1,1,1,1,98,1,1,7,1,2,6,4,1,1,10,1,3,2,1,3
2021022149,1,1,1,2,1,1,2,2,1,1,2,2,2,5,10,2,3,1,3,1,3,10,1,3,1,1,3
2021022188,1,1,1,1,1,2,2,2,2,2,2,2,1,3,7,2,3,3,4,1,2,7,3,3,2,1,3
2021022200,1,1,2,1,2,2,1,2,2,2,2,2,2,5,9,2,1,1,98,98,98,2,1,3,1,1,1
2021022206,1,1,1,2,2,2,2,2,1,2,2,2,2,5,8,3,1,3,3,98,3,5,3,3,1,1,2
2021022207,1,1,1,2,98,98,98,2,2,2,2,2,2,5,7,4,1,98,98,3,3,1,1,2,1,98,1
2021022218,1,1,1,1,1,1,1,1,1,1,2,2,2,5,7,2,1,3,3,3,3,7,3,3,1,1,2
2021022224,1,1,1,2,1,2,1,2,2,2,2,2,2,5,7,3,2,2,2,3,2,6,3,3,1,1,3
2021022240,1,1,2,2,1,2,2,2,2,2,2,2,2,5,5,4,1,2,2,3,3,5,1,3,2,2,1
2021022243,1,1,1,1,1,1,2,2,1,2,2,2,2,5,8,3,1,2,2,1,3,8,2,3,1,1,2
2021022250,1,1,2,1,1,2,1,2,2,2,2,2,2,5,4,2,1,2,4,1,2,7,2,3,2,1,2
2021022255,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,3,2,1,4,3,3,8,2,3,2,1,1
2021022267,1,1,1,1,2,2,1,2,1,2,2,2,2,4,7,3,1,2,4,2,1,5,2,3,1,1,1
2021022268,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,4,2,1,98,3,2,7,1,3,1,1,1
2021022281,1,1,1,1,1,1,1,2,1,1,1,1,1,2,5,3,2,4,5,3,3,8,3,3,1,1,2
2021022287,1,1,1,1,2,2,2,2,1,2,2,2,2,5,7,3,1,3,3,98,98,2,3,3,1,1,1
2021022291,1,1,1,98,1,98,98,98,98,98,98,98,98,5,7,99,1,98,98,98,98,98,2,2,1,98,1
2021022294,1,1,2,1,1,1,1,2,2,2,2,2,2,5,10,3,1,3,4,1,1,7,1,3,1,2,3
2021022295,1,1,1,98,1,2,1,2,2,2,2,98,98,3,98,2,2,98,98,98,1,5,2,3,98,1,2
2021022300,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,1,2,3,1,3,6,1,3,1,1,3
2021022306,1,1,1,2,2,1,2,2,2,2,2,2,2,5,7,3,3,1,3,1,3,10,1,3,1,2,2
2021022310,1,1,2,2,1,2,2,2,2,2,2,2,2,5,5,3,2,1,3,3,2,7,3,3,1,1,1
2021022316,1,1,1,2,1,1,1,2,2,2,2,2,2,5,10,2,2,2,4,3,3,8,2,3,1,2,3
2021022318,1,1,2,2,98,2,2,2,98,2,2,2,2,5,7,3,1,98,3,3,3,7,3,3,1,1,1
2021022334,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,2,1,98,98,98,98,7,2,3,1,1,3
2021022339,1,1,2,2,1,1,1,2,2,2,2,2,2,5,8,3,1,2,3,3,3,7,2,3,1,1,2
2021022368,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,3,1,3,3,3,3,10,1,2,1,1,2
2021022417,1,1,1,1,1,2,1,2,1,1,1,2,1,3,10,2,3,2,6,2,1,10,3,3,3,1,3
2021022431,1,1,1,1,2,1,2,2,98,2,2,2,2,2,2,2,3,3,4,1,3,7,2,3,1,1,2
2021022439,1,1,2,98,1,98,1,1,2,1,98,2,1,2,6,1,2,5,6,2,1,8,3,1,2,1,2
2021022441,1,1,1,2,1,1,99,1,1,1,1,98,1,1,8,1,2,3,4,3,1,6,2,3,2,1,3
2021022458,1,1,1,2,1,2,1,2,2,98,2,98,98,98,99,99,1,1,98,3,3,99,98,98,98,1,1
2021022466,1,1,1,1,1,1,1,2,1,2,1,1,1,4,9,1,3,5,6,2,2,10,3,3,3,1,3
2021022469,1,1,1,1,1,2,2,2,1,2,2,2,2,5,99,2,1,99,98,3,3,99,2,3,1,1,2
2021022475,1,1,1,2,2,2,2,2,2,2,1,2,2,3,7,2,3,4,3,1,98,7,3,3,1,98,3
2021022532,1,1,1,1,1,98,98,1,2,1,1,2,1,2,6,2,2,4,4,1,1,9,2,2,2,1,2
2021022588,1,1,2,2,1,2,2,2,1,2,2,2,2,5,8,2,1,2,4,1,3,8,3,3,1,1,3
2021022590,1,1,1,1,1,1,2,2,2,2,1,2,2,2,4,2,98,2,5,1,1,7,98,98,2,98,1
2021022606,1,1,2,2,1,2,1,98,1,98,98,2,2,3,2,2,3,3,4,2,3,8,3,2,3,1,1
2021022634,1,1,1,2,2,2,2,2,2,2,2,2,2,5,3,2,3,1,3,1,3,8,1,3,2,2,3
2021022685,1,1,1,2,2,1,2,2,2,2,1,2,2,4,2,1,3,2,3,1,2,8,3,3,2,1,3
2021022710,1,1,1,2,1,1,2,2,1,2,2,2,2,3,3,3,3,98,2,1,98,3,2,3,1,98,2
2021022711,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,1,98,4,4,1,1,10,98,3,3,1,3
2021022720,1,1,2,1,1,2,2,2,2,2,2,2,2,5,10,2,1,98,98,98,98,5,3,3,1,1,2
2021022725,1,1,1,2,2,2,1,2,2,2,2,2,2,5,5,1,3,2,2,3,2,7,1,3,2,1,3
2021022730,1,1,1,2,2,2,2,1,2,2,2,2,2,5,6,3,3,5,4,3,2,8,2,3,2,2,2
2021022735,1,1,1,2,1,2,99,2,2,1,2,2,2,5,6,3,2,98,2,98,98,7,3,3,99,1,1
2021022737,1,1,1,2,1,1,2,2,2,1,2,2,2,5,7,3,3,2,3,1,2,7,2,3,1,1,3
2021022739,1,1,1,2,1,2,2,2,1,2,2,2,2,4,8,2,1,3,3,3,3,5,3,3,1,1,3
2021022741,1,1,1,1,1,2,2,2,1,2,2,2,2,5,7,3,1,2,2,3,3,7,2,3,1,1,3
2021022742,1,1,1,2,1,2,1,2,2,1,1,2,1,5,7,3,1,3,2,3,3,3,2,3,1,98,2
2021022757,1,1,1,2,1,98,1,2,2,2,2,2,98,4,8,4,1,1,3,98,3,7,2,3,1,98,2
2021022763,1,1,1,1,2,2,2,1,1,2,2,2,2,5,6,3,3,1,4,3,2,6,2,3,1,1,2
2021022766,1,1,1,2,1,2,1,2,1,2,2,2,2,5,8,3,1,3,4,3,3,9,3,3,1,98,2
2021022797,1,1,1,2,1,2,2,2,2,98,2,2,2,5,6,2,3,5,5,3,2,8,1,3,2,1,2
2021022807,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,3,2,1,98,3,3,8,2,3,1,1,1
2021022847,1,1,1,1,1,2,2,2,2,2,2,2,2,3,9,3,3,5,4,1,2,10,1,3,1,1,3
2021022867,1,1,1,2,1,1,1,2,1,1,2,2,2,2,7,3,2,3,3,1,2,8,2,3,1,1,2
2021022885,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,3,1,98,98,98,7,3,3,3,1,1
2021022907,1,1,1,2,1,1,2,2,2,2,2,2,2,3,4,2,3,3,3,1,3,5,2,3,1,2,2
2021022937,1,1,1,1,2,2,2,2,1,2,2,2,2,5,6,2,1,3,98,98,98,5,2,3,1,98,2
2021022987,1,1,2,2,1,1,2,2,1,1,2,2,2,4,8,1,2,6,6,3,3,8,3,3,3,1,3
2021023014,1,1,1,2,2,2,2,2,1,2,2,2,2,5,8,2,1,2,4,1,1,8,2,2,2,1,3
2021023032,1,1,1,2,2,2,2,2,1,2,1,2,2,4,3,2,3,2,3,1,2,7,2,2,2,1,1
2021023040,1,1,98,2,1,2,2,2,2,2,2,2,2,3,6,4,1,98,98,98,3,98,2,2,98,98,2
2021023416,1,1,2,2,1,1,1,1,1,1,2,2,2,4,6,1,1,5,4,1,3,9,2,3,1,1,3
